,eth_price,usd_price,cv_eth,cv_usd
2021-08-30,111.0,358135.95,45.80266666666667,142175.57451
2021-08-30,121.0,390400.45,45.80266666666667,142175.57451
2021-08-30,110.0,354909.5,45.80266666666667,142175.57451
2021-08-30,137.0,442023.65,45.80266666666667,142175.57451
2021-08-30,114.8,370396.46,45.80266666666667,142175.57451
2021-08-30,127.0,409759.15,45.80266666666667,142175.57451
2021-08-30,125.0,403306.25,45.80266666666667,142175.57451
2021-08-30,139.0,448476.55,45.80266666666667,142175.57451
2021-08-30,129.0,416212.05,45.80266666666667,142175.57451
2021-08-30,125.0,403306.25,45.80266666666667,142175.57451
2021-08-30,188.88,609411.876,45.80266666666667,142175.57451
2021-08-30,128.5,414598.825,45.80266666666667,142175.57451
2021-08-30,129.5,417825.275,45.80266666666667,142175.57451
2021-08-30,119.86,386722.297,45.80266666666667,142175.57451
2021-08-30,120.0,387174.0,45.80266666666667,142175.57451
2021-08-30,388.88,1254701.876,45.80266666666667,142175.57451
2021-08-30,126.8,409113.86,45.80266666666667,142175.57451
2021-08-30,120.0,387174.0,45.80266666666667,142175.57451
2021-08-30,120.0,387174.0,45.80266666666667,142175.57451
2021-08-30,129.0,416212.05,45.80266666666667,142175.57451
2021-08-30,144.0,464608.8,45.80266666666667,142175.57451
2021-08-30,122.0,393626.9,45.80266666666667,142175.57451
2021-08-30,120.0,387174.0,45.80266666666667,142175.57451
2021-08-30,130.0,419438.5,45.80266666666667,142175.57451
2021-08-29,130.0,422238.7,42.70166666666667,131470.44070666668
2021-08-29,170.0,552158.3,42.70166666666667,131470.44070666668
2021-08-29,144.99,470926.0701,42.70166666666667,131470.44070666668
2021-08-29,133.99,435198.1801,42.70166666666667,131470.44070666668
2021-08-29,190.0,617118.1,42.70166666666667,131470.44070666668
2021-08-29,170.0,552158.3,42.70166666666667,131470.44070666668
2021-08-29,170.0,552158.3,42.70166666666667,131470.44070666668
2021-08-29,120.0,389758.8,42.70166666666667,131470.44070666668
2021-08-29,115.0,373518.85,42.70166666666667,131470.44070666668
2021-08-29,129.0,418990.71,42.70166666666667,131470.44070666668
2021-08-29,150.0,487198.5,42.70166666666667,131470.44070666668
2021-08-29,130.0,422238.7,42.70166666666667,131470.44070666668
2021-08-29,164.99,535885.8701,42.70166666666667,131470.44070666668
2021-08-29,200.0,649598.0,42.70166666666667,131470.44070666668
2021-08-29,158.88,516040.6512,42.70166666666667,131470.44070666668
2021-08-29,143.5,466086.565,42.70166666666667,131470.44070666668
2021-08-29,160.0,519678.4,42.70166666666667,131470.44070666668
2021-08-29,168.0,545662.32,42.70166666666667,131470.44070666668
2021-08-29,480.0,1559035.2,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,159.0,516430.41,42.70166666666667,131470.44070666668
2021-08-29,143.92,467450.7208,42.70166666666667,131470.44070666668
2021-08-29,142.69,463455.6931,42.70166666666667,131470.44070666668
2021-08-29,159.0,516430.41,42.70166666666667,131470.44070666668
2021-08-29,145.0,470958.55,42.70166666666667,131470.44070666668
2021-08-29,155.0,503438.45,42.70166666666667,131470.44070666668
2021-08-29,150.0,487198.5,42.70166666666667,131470.44070666668
2021-08-29,141.111,458327.1169,42.70166666666667,131470.44070666668
2021-08-29,142.0,461214.58,42.70166666666667,131470.44070666668
2021-08-29,135.0,438478.65,42.70166666666667,131470.44070666668
2021-08-29,142.0,461214.58,42.70166666666667,131470.44070666668
2021-08-29,141.24,458746.1076,42.70166666666667,131470.44070666668
2021-08-29,143.99,467678.0801,42.70166666666667,131470.44070666668
2021-08-29,143.0,464462.57,42.70166666666667,131470.44070666668
2021-08-29,129.0,418990.71,42.70166666666667,131470.44070666668
2021-08-29,149.99,487166.0201,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,145.0,470958.55,42.70166666666667,131470.44070666668
2021-08-29,144.99,470926.0701,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,139.99,454686.1201,42.70166666666667,131470.44070666668
2021-08-29,145.0,470958.55,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,139.97,454621.1603,42.70166666666667,131470.44070666668
2021-08-29,138.8,450821.012,42.70166666666667,131470.44070666668
2021-08-29,139.0,451470.61,42.70166666666667,131470.44070666668
2021-08-29,138.97,451373.1703,42.70166666666667,131470.44070666668
2021-08-29,138.0,448222.62,42.70166666666667,131470.44070666668
2021-08-29,165.0,535918.35,42.70166666666667,131470.44070666668
2021-08-29,137.0,444974.63,42.70166666666667,131470.44070666668
2021-08-29,136.0,441726.64,42.70166666666667,131470.44070666668
2021-08-29,134.0,435230.66,42.70166666666667,131470.44070666668
2021-08-29,128.0,415742.72,42.70166666666667,131470.44070666668
2021-08-29,130.18,422823.3382,42.70166666666667,131470.44070666668
2021-08-29,130.0,422238.7,42.70166666666667,131470.44070666668
2021-08-29,130.0,422238.7,42.70166666666667,131470.44070666668
2021-08-29,142.0,461214.58,42.70166666666667,131470.44070666668
2021-08-29,134.95,438316.2505,42.70166666666667,131470.44070666668
2021-08-29,125.0,405998.75,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,185.0,600878.15,42.70166666666667,131470.44070666668
2021-08-29,133.0,431982.67,42.70166666666667,131470.44070666668
2021-08-29,130.0,422238.7,42.70166666666667,131470.44070666668
2021-08-29,130.0,422238.7,42.70166666666667,131470.44070666668
2021-08-29,129.99,422206.2201,42.70166666666667,131470.44070666668
2021-08-29,129.0,418990.71,42.70166666666667,131470.44070666668
2021-08-29,129.99,422206.2201,42.70166666666667,131470.44070666668
2021-08-29,129.5,420614.705,42.70166666666667,131470.44070666668
2021-08-29,222.0,721053.78,42.70166666666667,131470.44070666668
2021-08-29,129.98,422173.7402,42.70166666666667,131470.44070666668
2021-08-29,125.0,405998.75,42.70166666666667,131470.44070666668
2021-08-29,185.0,600878.15,42.70166666666667,131470.44070666668
2021-08-29,125.0,405998.75,42.70166666666667,131470.44070666668
2021-08-29,158.0,513182.42,42.70166666666667,131470.44070666668
2021-08-29,140.0,454718.6,42.70166666666667,131470.44070666668
2021-08-29,146.0,474206.54,42.70166666666667,131470.44070666668
2021-08-29,145.0,470958.55,42.70166666666667,131470.44070666668
2021-08-29,310.0,1006876.9,42.70166666666667,131470.44070666668
2021-08-29,149.69,486191.6231,42.70166666666667,131470.44070666668
2021-08-29,150.0,487198.5,42.70166666666667,131470.44070666668
2021-08-29,143.0,464462.57,42.70166666666667,131470.44070666668
2021-08-29,143.99,467678.0801,42.70166666666667,131470.44070666668
2021-08-29,143.98,467645.6002,42.70166666666667,131470.44070666668
2021-08-29,142.99,464430.0901,42.70166666666667,131470.44070666668
2021-08-29,142.98,464397.6102,42.70166666666667,131470.44070666668
2021-08-29,200.0,649598.0,42.70166666666667,131470.44070666668
2021-08-29,142.0,461214.58,42.70166666666667,131470.44070666668
2021-08-29,138.88,451080.8512,42.70166666666667,131470.44070666668
2021-08-29,178.0,578142.22,42.70166666666667,131470.44070666668
2021-08-29,137.6969,447238.1542,42.70166666666667,131470.44070666668
2021-08-28,136.69,447703.4908,41.14833333333333,125733.07030666668
2021-08-28,136.45,446917.414,41.14833333333333,125733.07030666668
2021-08-28,136.44,446884.6608,41.14833333333333,125733.07030666668
2021-08-28,138.5,453631.82,41.14833333333333,125733.07030666668
2021-08-28,159.0,520775.88,41.14833333333333,125733.07030666668
2021-08-28,154.99,507641.8468,41.14833333333333,125733.07030666668
2021-08-28,190.0,622310.8,41.14833333333333,125733.07030666668
2021-08-28,140.0,458544.8,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,148.0,484747.36,41.14833333333333,125733.07030666668
2021-08-28,250.0,818830.0,41.14833333333333,125733.07030666668
2021-08-28,155.0,507674.6,41.14833333333333,125733.07030666668
2021-08-28,149.0,488022.68,41.14833333333333,125733.07030666668
2021-08-28,148.0,484747.36,41.14833333333333,125733.07030666668
2021-08-28,147.99,484714.6068,41.14833333333333,125733.07030666668
2021-08-28,174.0,569905.68,41.14833333333333,125733.07030666668
2021-08-28,175.0,573181.0,41.14833333333333,125733.07030666668
2021-08-28,148.0,484747.36,41.14833333333333,125733.07030666668
2021-08-28,155.0,507674.6,41.14833333333333,125733.07030666668
2021-08-28,155.0,507674.6,41.14833333333333,125733.07030666668
2021-08-28,147.99,484714.6068,41.14833333333333,125733.07030666668
2021-08-28,169.42,554904.7144,41.14833333333333,125733.07030666668
2021-08-28,149.99,491265.2468,41.14833333333333,125733.07030666668
2021-08-28,299.0,979320.68,41.14833333333333,125733.07030666668
2021-08-28,155.0,507674.6,41.14833333333333,125733.07030666668
2021-08-28,499.99,1637627.247,41.14833333333333,125733.07030666668
2021-08-28,180.0,589557.6,41.14833333333333,125733.07030666668
2021-08-28,180.0,589557.6,41.14833333333333,125733.07030666668
2021-08-28,152.0,497848.64,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,171.0,560079.72,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,153.0,501123.96,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,230.0,753323.6,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,145.0,474921.4,41.14833333333333,125733.07030666668
2021-08-28,138.55,453795.586,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,165.0,540427.8,41.14833333333333,125733.07030666668
2021-08-28,140.0,458544.8,41.14833333333333,125733.07030666668
2021-08-28,195.0,638687.4,41.14833333333333,125733.07030666668
2021-08-28,137.0,448718.84,41.14833333333333,125733.07030666668
2021-08-28,169.0,553529.08,41.14833333333333,125733.07030666668
2021-08-28,138.77,454516.1564,41.14833333333333,125733.07030666668
2021-08-28,140.0,458544.8,41.14833333333333,125733.07030666668
2021-08-28,164.99,540395.0468,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,149.0,488022.68,41.14833333333333,125733.07030666668
2021-08-28,165.0,540427.8,41.14833333333333,125733.07030666668
2021-08-28,170.0,556804.4,41.14833333333333,125733.07030666668
2021-08-28,138.0,451994.16,41.14833333333333,125733.07030666668
2021-08-28,140.0,458544.8,41.14833333333333,125733.07030666668
2021-08-28,170.0,556804.4,41.14833333333333,125733.07030666668
2021-08-28,137.99,451961.4068,41.14833333333333,125733.07030666668
2021-08-28,149.0,488022.68,41.14833333333333,125733.07030666668
2021-08-28,134.99,442135.4468,41.14833333333333,125733.07030666668
2021-08-28,147.14,481930.5848,41.14833333333333,125733.07030666668
2021-08-28,149.0,488022.68,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,147.0,481472.04,41.14833333333333,125733.07030666668
2021-08-28,147.0,481472.04,41.14833333333333,125733.07030666668
2021-08-28,199.0,651788.68,41.14833333333333,125733.07030666668
2021-08-28,147.69,483732.0108,41.14833333333333,125733.07030666668
2021-08-28,149.99,491265.2468,41.14833333333333,125733.07030666668
2021-08-28,149.96,491166.9872,41.14833333333333,125733.07030666668
2021-08-28,146.88,481079.0016,41.14833333333333,125733.07030666668
2021-08-28,134.0,438892.88,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,175.0,573181.0,41.14833333333333,125733.07030666668
2021-08-28,142.69,467355.4108,41.14833333333333,125733.07030666668
2021-08-28,155.0,507674.6,41.14833333333333,125733.07030666668
2021-08-28,144.0,471646.08,41.14833333333333,125733.07030666668
2021-08-28,139.0,455269.48,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,145.0,474921.4,41.14833333333333,125733.07030666668
2021-08-28,222.2,727776.104,41.14833333333333,125733.07030666668
2021-08-28,127.72,418323.8704,41.14833333333333,125733.07030666668
2021-08-28,134.0,438892.88,41.14833333333333,125733.07030666668
2021-08-28,129.98,425726.0936,41.14833333333333,125733.07030666668
2021-08-28,133.45,437091.454,41.14833333333333,125733.07030666668
2021-08-28,126.99,415932.8868,41.14833333333333,125733.07030666668
2021-08-28,185.0,605934.2,41.14833333333333,125733.07030666668
2021-08-28,136.5,447081.18,41.14833333333333,125733.07030666668
2021-08-28,200.0,655064.0,41.14833333333333,125733.07030666668
2021-08-28,133.0,435617.56,41.14833333333333,125733.07030666668
2021-08-28,888.8,2911104.416,41.14833333333333,125733.07030666668
2021-08-28,145.0,474921.4,41.14833333333333,125733.07030666668
2021-08-28,155.0,507674.6,41.14833333333333,125733.07030666668
2021-08-28,149.0,488022.68,41.14833333333333,125733.07030666668
2021-08-28,127.0,415965.64,41.14833333333333,125733.07030666668
2021-08-28,175.0,573181.0,41.14833333333333,125733.07030666668
2021-08-28,149.0,488022.68,41.14833333333333,125733.07030666668
2021-08-28,130.0,425791.6,41.14833333333333,125733.07030666668
2021-08-28,123.99,406106.9268,41.14833333333333,125733.07030666668
2021-08-28,124.0,406139.68,41.14833333333333,125733.07030666668
2021-08-28,173.0,566630.36,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,180.0,589557.6,41.14833333333333,125733.07030666668
2021-08-28,129.0,422516.28,41.14833333333333,125733.07030666668
2021-08-28,180.0,589557.6,41.14833333333333,125733.07030666668
2021-08-28,169.99,556771.6468,41.14833333333333,125733.07030666668
2021-08-28,129.0,422516.28,41.14833333333333,125733.07030666668
2021-08-28,122.5,401226.7,41.14833333333333,125733.07030666668
2021-08-28,149.99,491265.2468,41.14833333333333,125733.07030666668
2021-08-28,148.99,487989.9268,41.14833333333333,125733.07030666668
2021-08-28,154.99,507641.8468,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,123.85,405648.382,41.14833333333333,125733.07030666668
2021-08-28,128.8,421861.216,41.14833333333333,125733.07030666668
2021-08-28,128.88,422123.2416,41.14833333333333,125733.07030666668
2021-08-28,127.5,417603.3,41.14833333333333,125733.07030666668
2021-08-28,175.0,573181.0,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,151.0,494573.32,41.14833333333333,125733.07030666668
2021-08-28,145.0,474921.4,41.14833333333333,125733.07030666668
2021-08-28,145.0,474921.4,41.14833333333333,125733.07030666668
2021-08-28,145.0,474921.4,41.14833333333333,125733.07030666668
2021-08-28,269.0,881061.08,41.14833333333333,125733.07030666668
2021-08-28,123.75,405320.85,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,129.0,422516.28,41.14833333333333,125733.07030666668
2021-08-28,180.0,589557.6,41.14833333333333,125733.07030666668
2021-08-28,120.0,393038.4,41.14833333333333,125733.07030666668
2021-08-28,134.98,442102.6936,41.14833333333333,125733.07030666668
2021-08-28,120.0,393038.4,41.14833333333333,125733.07030666668
2021-08-28,315.0,1031725.8,41.14833333333333,125733.07030666668
2021-08-28,289.99,949810.0468,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,239.0,782801.48,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,165.0,540427.8,41.14833333333333,125733.07030666668
2021-08-28,124.0,406139.68,41.14833333333333,125733.07030666668
2021-08-28,350.0,1146362.0,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,124.99,409382.2468,41.14833333333333,125733.07030666668
2021-08-28,123.45,404338.254,41.14833333333333,125733.07030666668
2021-08-28,300.0,982596.0,41.14833333333333,125733.07030666668
2021-08-28,121.0,396313.72,41.14833333333333,125733.07030666668
2021-08-28,123.0,402864.36,41.14833333333333,125733.07030666668
2021-08-28,123.321,403915.7377,41.14833333333333,125733.07030666668
2021-08-28,120.0,393038.4,41.14833333333333,125733.07030666668
2021-08-28,130.0,425791.6,41.14833333333333,125733.07030666668
2021-08-28,120.0,393038.4,41.14833333333333,125733.07030666668
2021-08-28,119.0,389763.08,41.14833333333333,125733.07030666668
2021-08-28,122.0,399589.04,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,175.0,573181.0,41.14833333333333,125733.07030666668
2021-08-28,123.36,404043.4752,41.14833333333333,125733.07030666668
2021-08-28,145.0,474921.4,41.14833333333333,125733.07030666668
2021-08-28,119.9,392710.868,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,119.99,393005.6468,41.14833333333333,125733.07030666668
2021-08-28,122.0,399589.04,41.14833333333333,125733.07030666668
2021-08-28,122.0,399589.04,41.14833333333333,125733.07030666668
2021-08-28,118.5,388125.42,41.14833333333333,125733.07030666668
2021-08-28,180.0,589557.6,41.14833333333333,125733.07030666668
2021-08-28,157.5,515862.9,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,119.99,393005.6468,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,114.5,375024.14,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,150.0,491298.0,41.14833333333333,125733.07030666668
2021-08-28,111.0,363560.52,41.14833333333333,125733.07030666668
2021-08-28,113.99,373353.7268,41.14833333333333,125733.07030666668
2021-08-28,129.99,425758.8468,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,110.6,362250.392,41.14833333333333,125733.07030666668
2021-08-28,127.0,415965.64,41.14833333333333,125733.07030666668
2021-08-28,124.95,409251.234,41.14833333333333,125733.07030666668
2021-08-28,200.0,655064.0,41.14833333333333,125733.07030666668
2021-08-28,110.0,360285.2,41.14833333333333,125733.07030666668
2021-08-28,109.97,360186.9404,41.14833333333333,125733.07030666668
2021-08-28,110.0,360285.2,41.14833333333333,125733.07030666668
2021-08-28,123.0,402864.36,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,135.0,442168.2,41.14833333333333,125733.07030666668
2021-08-28,108.98,356944.3736,41.14833333333333,125733.07030666668
2021-08-28,119.45,391236.974,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,134.0,438892.88,41.14833333333333,125733.07030666668
2021-08-28,114.0,373386.48,41.14833333333333,125733.07030666668
2021-08-28,109.99,360252.4468,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,110.0,360285.2,41.14833333333333,125733.07030666668
2021-08-28,122.0,399589.04,41.14833333333333,125733.07030666668
2021-08-28,118.79,389075.2628,41.14833333333333,125733.07030666668
2021-08-28,113.0,370111.16,41.14833333333333,125733.07030666668
2021-08-28,117.0,383212.44,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,179.0,586282.28,41.14833333333333,125733.07030666668
2021-08-28,119.9,392710.868,41.14833333333333,125733.07030666668
2021-08-28,120.0,393038.4,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,120.0,393038.4,41.14833333333333,125733.07030666668
2021-08-28,121.0,396313.72,41.14833333333333,125733.07030666668
2021-08-28,133.0,435617.56,41.14833333333333,125733.07030666668
2021-08-28,111.0,363560.52,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,109.7,359302.604,41.14833333333333,125733.07030666668
2021-08-28,108.99,356977.1268,41.14833333333333,125733.07030666668
2021-08-28,179.98,589492.0936,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,114.0,373386.48,41.14833333333333,125733.07030666668
2021-08-28,107.0,350459.24,41.14833333333333,125733.07030666668
2021-08-28,110.1,360612.732,41.14833333333333,125733.07030666668
2021-08-28,109.0,357009.88,41.14833333333333,125733.07030666668
2021-08-28,105.0,343908.6,41.14833333333333,125733.07030666668
2021-08-28,105.0,343908.6,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,164.99,540395.0468,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,110.0,360285.2,41.14833333333333,125733.07030666668
2021-08-28,99.999,327528.7247,41.14833333333333,125733.07030666668
2021-08-28,380.0,1244621.6,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,164.99,540395.0468,41.14833333333333,125733.07030666668
2021-08-28,108.0,353734.56,41.14833333333333,125733.07030666668
2021-08-28,114.49,374991.3868,41.14833333333333,125733.07030666668
2021-08-28,99.99,327499.2468,41.14833333333333,125733.07030666668
2021-08-28,120.0,393038.4,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,109.99,360252.4468,41.14833333333333,125733.07030666668
2021-08-28,139.0,455269.48,41.14833333333333,125733.07030666668
2021-08-28,119.98,392972.8936,41.14833333333333,125733.07030666668
2021-08-28,106.0,347183.92,41.14833333333333,125733.07030666668
2021-08-28,66.6,218136.312,41.14833333333333,125733.07030666668
2021-08-28,114.99,376629.0468,41.14833333333333,125733.07030666668
2021-08-28,100.69,329791.9708,41.14833333333333,125733.07030666668
2021-08-28,99.99,327499.2468,41.14833333333333,125733.07030666668
2021-08-28,99.99,327499.2468,41.14833333333333,125733.07030666668
2021-08-28,110.0,360285.2,41.14833333333333,125733.07030666668
2021-08-28,98.69,323241.3308,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,165.0,540427.8,41.14833333333333,125733.07030666668
2021-08-28,142.0,465095.44,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,110.0,360285.2,41.14833333333333,125733.07030666668
2021-08-28,97.58,319605.7256,41.14833333333333,125733.07030666668
2021-08-28,109.0,357009.88,41.14833333333333,125733.07030666668
2021-08-28,104.2,341288.344,41.14833333333333,125733.07030666668
2021-08-28,114.99,376629.0468,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,98.69,323241.3308,41.14833333333333,125733.07030666668
2021-08-28,187.0,612484.84,41.14833333333333,125733.07030666668
2021-08-28,103.99,340600.5268,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,96.69,316690.6908,41.14833333333333,125733.07030666668
2021-08-28,102.0,334082.64,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,125.0,409415.0,41.14833333333333,125733.07030666668
2021-08-28,102.0,334082.64,41.14833333333333,125733.07030666668
2021-08-28,96.69,316690.6908,41.14833333333333,125733.07030666668
2021-08-28,99.69,326516.6508,41.14833333333333,125733.07030666668
2021-08-28,97.0,317706.04,41.14833333333333,125733.07030666668
2021-08-28,96.69,316690.6908,41.14833333333333,125733.07030666668
2021-08-28,96.69,316690.6908,41.14833333333333,125733.07030666668
2021-08-28,109.95,360121.434,41.14833333333333,125733.07030666668
2021-08-28,99.99,327499.2468,41.14833333333333,125733.07030666668
2021-08-28,96.0,314430.72,41.14833333333333,125733.07030666668
2021-08-28,95.0,311155.4,41.14833333333333,125733.07030666668
2021-08-28,94.99,311122.6468,41.14833333333333,125733.07030666668
2021-08-28,94.97,311057.1404,41.14833333333333,125733.07030666668
2021-08-28,95.0,311155.4,41.14833333333333,125733.07030666668
2021-08-28,95.0,311155.4,41.14833333333333,125733.07030666668
2021-08-28,93.47,306144.1604,41.14833333333333,125733.07030666668
2021-08-28,134.99,442135.4468,41.14833333333333,125733.07030666668
2021-08-28,342.69,1122419.411,41.14833333333333,125733.07030666668
2021-08-28,340.0,1113608.8,41.14833333333333,125733.07030666668
2021-08-28,95.0,311155.4,41.14833333333333,125733.07030666668
2021-08-28,99.7,326549.404,41.14833333333333,125733.07030666668
2021-08-28,96.9,317378.508,41.14833333333333,125733.07030666668
2021-08-28,165.0,540427.8,41.14833333333333,125733.07030666668
2021-08-28,105.0,343908.6,41.14833333333333,125733.07030666668
2021-08-28,240.0,786076.8,41.14833333333333,125733.07030666668
2021-08-28,95.95,314266.954,41.14833333333333,125733.07030666668
2021-08-28,300.0,982596.0,41.14833333333333,125733.07030666668
2021-08-28,99.75,326713.17,41.14833333333333,125733.07030666668
2021-08-28,115.0,376661.8,41.14833333333333,125733.07030666668
2021-08-28,95.0,311155.4,41.14833333333333,125733.07030666668
2021-08-28,133.45,437091.454,41.14833333333333,125733.07030666668
2021-08-28,93.0,304604.76,41.14833333333333,125733.07030666668
2021-08-28,159.99,524018.4468,41.14833333333333,125733.07030666668
2021-08-28,93.0,304604.76,41.14833333333333,125733.07030666668
2021-08-28,94.99,311122.6468,41.14833333333333,125733.07030666668
2021-08-28,92.0,301329.44,41.14833333333333,125733.07030666668
2021-08-28,98.0,320981.36,41.14833333333333,125733.07030666668
2021-08-28,280.0,917089.6,41.14833333333333,125733.07030666668
2021-08-28,99.5,325894.34,41.14833333333333,125733.07030666668
2021-08-28,100.0,327532.0,41.14833333333333,125733.07030666668
2021-08-28,152.0,497848.64,41.14833333333333,125733.07030666668
2021-08-27,100.0,309271.0,39.29933333333334,119459.94851666667
2021-08-27,110.0,340198.1,39.29933333333334,119459.94851666667
2021-08-27,147.0,454628.37,39.29933333333334,119459.94851666667
2021-08-27,92.97,287529.2487,39.29933333333334,119459.94851666667
2021-08-27,94.99,293776.5229,39.29933333333334,119459.94851666667
2021-08-27,91.99,284498.3929,39.29933333333334,119459.94851666667
2021-08-27,89.9,278034.629,39.29933333333334,119459.94851666667
2021-08-27,91.0,281436.61,39.29933333333334,119459.94851666667
2021-08-27,96.0,296900.16,39.29933333333334,119459.94851666667
2021-08-27,90.69,280477.8699,39.29933333333334,119459.94851666667
2021-08-27,91.19,282024.2249,39.29933333333334,119459.94851666667
2021-08-27,96.99,299961.9429,39.29933333333334,119459.94851666667
